Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Native People of Oklahoma,1581,"19, 18, 17, 16, 15, 12, 9, 8, 8, 8","1583, 1584, 1586, 1592, 559, 1585, 1595, 1588, 1582, 1593","Chemistry of Beer, Understanding and Detecting Deception, Introduction to Computer Programming, Civil Rights and Civil Liberties, Spanish Basics, Power and elegance of computational thinking, Deeper Learning 101, Introduction to Water, Practical Importance of Human Evolution, Introduction to Sociology"
Practical Importance of Human Evolution,1582,"26, 19, 18, 18, 16, 15, 14, 14, 13, 13","1584, 1583, 1585, 1593, 1588, 892, 559, 1591, 1580, 638","Understanding and Detecting Deception, Chemistry of Beer, Power and elegance of computational thinking, Introduction to Sociology, Introduction to Water, Becoming Human: Anthropology, Spanish Basics, History of Science to the age of Newton, DB: Introduction to Databases, Introduction to Psychology as a Science"
Chemistry of Beer,1583,"56, 53, 46, 40, 38, 31, 29, 27, 27, 26","1586, 1585, 559, 1580, 1584, 1579, 1578, 1280, 431, 1595","Introduction to Computer Programming, Power and elegance of computational thinking, Spanish Basics, DB: Introduction to Databases, Understanding and Detecting Deception, StatLearning: Statistical Learning, Networking: Introduction to Computer Networking, Decision Skills: Power Tools to Build Your Life, How Things Work 1, Deeper Learning 101"
Understanding and Detecting Deception,1584,"67, 58, 44, 44, 44, 38, 33, 32, 30, 28","1585, 1586, 559, 1593, 1280, 1583, 1580, 897, 1579, 383","Power and elegance of computational thinking, Introduction to Computer Programming, Spanish Basics, Introduction to Sociology, Decision Skills: Power Tools to Build Your Life, Chemistry of Beer, DB: Introduction to Databases, Foundations of Psychology, StatLearning: Statistical Learning, Think Again: How to Reason and Argue"
Power and elegance of computational thinking,1585,"238, 148, 105, 96, 88, 86, 77, 75, 71, 68","1586, 1580, 1578, 1176, 414, 1579, 442, 339, 1016, 427","Introduction to Computer Programming, DB: Introduction to Databases, Networking: Introduction to Computer Networking, Concepts in Game Development, Artificial Intelligence Planning, StatLearning: Statistical Learning, CS50x: Introduction to Computer Science, Algorithms, Part I, CS 6210, Advanced Operating Systems, Heterogeneous Parallel Programming"
Introduction to Computer Programming,1586,"289, 247, 238, 192, 123, 119, 115, 95, 94, 91","1580, 442, 1585, 1578, 1176, 339, 824, 1016, 559, 1650","DB: Introduction to Databases, CS50x: Introduction to Computer Science, Power and elegance of computational thinking, Networking: Introduction to Computer Networking, Concepts in Game Development, Algorithms, Part I, Computer Networks, CS 6210, Advanced Operating Systems, Spanish Basics, CS101.1x: Introduction to Computer Programming, Part 1"
Administration of adult and higher education,1587,"28, 18, 18, 16, 14, 14, 13, 12, 11, 10","903, 1584, 1586, 1001, 1634, 1594, 1585, 559, 1075, 1595","Teaching Adult Learners, Understanding and Detecting Deception, Introduction to Computer Programming, Education in a Changing World, Exploring the Student Affairs in Higher Education Profession, New School Creation, Power and elegance of computational thinking, Spanish Basics, Becoming a Dynamic Educator, Deeper Learning 101"
Introduction to Water,1588,"35, 30, 28, 24, 23, 20, 19, 17, 17, 17","1589, 1586, 559, 1583, 1585, 1476, 1595, 1559, 1182, 442","Hydraulic fracturing and water resources, Introduction to Computer Programming, Spanish Basics, Chemistry of Beer, Power and elegance of computational thinking, Water in a Thirsty World, Deeper Learning 101, Storytelling for Change, Introduction to Dynamical Systems and Chaos, CS50x: Introduction to Computer Science"
Hydraulic fracturing and water resources,1589,"35, 28, 22, 18, 16, 12, 12, 12, 12, 9","1588, 1590, 1583, 1476, 1586, 1175, 1584, 1585, 559, 442","Introduction to Water, Physical Geology for Science and Engineering majors, Chemistry of Beer, Water in a Thirsty World, Introduction to Computer Programming, Climate Change, Understanding and Detecting Deception, Power and elegance of computational thinking, Spanish Basics, CS50x: Introduction to Computer Science"
Physical Geology for Science and Engineering majors,1590,"28, 24, 21, 17, 15, 14, 13, 13, 13, 13","1589, 1586, 1583, 1182, 1591, 1588, 1579, 1584, 1643, 1585","Hydraulic fracturing and water resources, Introduction to Computer Programming, Chemistry of Beer, Introduction to Dynamical Systems and Chaos, History of Science to the age of Newton, Introduction to Water, StatLearning: Statistical Learning, Understanding and Detecting Deception, Mining Engineering, Power and elegance of computational thinking"
History of Science to the age of Newton,1591,"37, 36, 23, 23, 21, 20, 19, 19, 19, 16","1586, 1585, 1584, 559, 1593, 1583, 1182, 1579, 1580, 431","Introduction to Computer Programming, Power and elegance of computational thinking, Understanding and Detecting Deception, Spanish Basics, Introduction to Sociology, Chemistry of Beer, Introduction to Dynamical Systems and Chaos, StatLearning: Statistical Learning, DB: Introduction to Databases, How Things Work 1"
Civil Rights and Civil Liberties,1592,"25, 20, 18, 16, 15, 15, 14, 14, 13, 13","1584, 1583, 1586, 1581, 1585, 559, 1593, 1269, 1591, 913","Understanding and Detecting Deception, Chemistry of Beer, Introduction to Computer Programming, Native People of Oklahoma, Power and elegance of computational thinking, Spanish Basics, Introduction to Sociology, How to Change the World, History of Science to the age of Newton, Constitutional Law"
Introduction to Sociology,1593,"53, 44, 33, 32, 30, 27, 22, 21, 21, 20","1416, 1584, 638, 897, 1585, 1586, 1280, 1591, 354, 892","Sociology, Understanding and Detecting Deception, Introduction to Psychology as a Science, Foundations of Psychology, Power and elegance of computational thinking, Introduction to Computer Programming, Decision Skills: Power Tools to Build Your Life, History of Science to the age of Newton, Introduction to Sociology, Becoming Human: Anthropology"
New School Creation,1594,"89, 37, 36, 35, 30, 29, 26, 25, 24, 24","1595, 559, 1531, 1612, 1001, 1280, 1580, 1586, 998, 1261","Deeper Learning 101, Spanish Basics,  K-12 Blended & Online Learning, Digital Learning Transition, Education in a Changing World, Decision Skills: Power Tools to Build Your Life, DB: Introduction to Databases, Introduction to Computer Programming, Becoming a Confident Trainer, The secret power of brands"
Deeper Learning 101,1595,"89, 68, 55, 55, 54, 42, 42, 41, 40, 35","1594, 1579, 1612, 1585, 559, 627, 1578, 1577, 1586, 1580","New School Creation, StatLearning: Statistical Learning, Digital Learning Transition, Power and elegance of computational thinking, Spanish Basics, Information Visualization, Networking: Introduction to Computer Networking, CVX101: Convex Optimization, Introduction to Computer Programming, DB: Introduction to Databases"
Introduction aux droits de l’homme,1596,"6, 4, 4, 4, 4, 4, 4, 4, 4, 4","1340, 913, 1586, 559, 339, 1584, 1592, 436, 825, 1771","International Human Rights, Constitutional Law, Introduction to Computer Programming, Spanish Basics, Algorithms, Part I, Understanding and Detecting Deception, Civil Rights and Civil Liberties, Microeconomics Principles, Introductory Physics I with Laboratory, International Human Rights Law: Prospects and Challenges"
BIOC372.1x: Fundamentals of Immunology Part 1,1597,"16, 14, 10, 9, 9, 9, 9, 8, 8, 8","1418, 1446, 1615, 348, 384, 1538, 1537, 1579, 1254, 1598","Understanding Common Diseases, Exploring anatomy: the human abdomen, PH525x: Data Analysis for Genomics, Fundamentals of Pharmacology, Medical Neuroscience, Introduction to Clinical Neurology, How Viruses Cause Disease, StatLearning: Statistical Learning, Inside cancer, ANU-ASTRO1x: Greatest Unsolved Mysteries of the Universe"
ANU-ASTRO1x: Greatest Unsolved Mysteries of the Universe,1598,"45, 33, 23, 20, 18, 18, 18, 17, 15, 14","912, 559, 1579, 1578, 1585, 1580, 1623, 1586, 1577, 1595","Financial Markets, Spanish Basics, StatLearning: Statistical Learning, Networking: Introduction to Computer Networking, Power and elegance of computational thinking, DB: Introduction to Databases, 15.071x: The Analytics Edge, Introduction to Computer Programming, CVX101: Convex Optimization, Deeper Learning 101"
ANU-INDIA1x: Engaging India,1599,"7, 6, 6, 5, 5, 4, 4, 4, 4, 4","1623, 608, 1280, 1598, 1574, 1592, 1261, 1580, 1597, 1584","15.071x: The Analytics Edge, 14.73x: The Challenges of Global Poverty, Decision Skills: Power Tools to Build Your Life, ANU-ASTRO1x: Greatest Unsolved Mysteries of the Universe, How to read... a mind, Civil Rights and Civil Liberties, The secret power of brands, DB: Introduction to Databases, BIOC372.1x: Fundamentals of Immunology Part 1, Understanding and Detecting Deception"
Modelling and Simulation using MATLAB®,1600,"34, 27, 25, 25, 24, 21, 21, 20, 20, 19","1579, 1580, 1577, 1586, 559, 1152, 1182, 982, 1578, 1585","StatLearning: Statistical Learning, DB: Introduction to Databases, CVX101: Convex Optimization, Introduction to Computer Programming, Spanish Basics, Data Mining with Weka, Introduction to Dynamical Systems and Chaos, Monte Carlo Methods in Finance, Networking: Introduction to Computer Networking, Power and elegance of computational thinking"
"Doing Journalism with Data: First Steps, Skills and Tools",1601,"35, 29, 27, 21, 20, 19, 17, 17, 17, 17","559, 627, 912, 1611, 1578, 1579, 1584, 1594, 1574, 1700","Spanish Basics, Information Visualization, Financial Markets, Financial Analysis, Networking: Introduction to Computer Networking, StatLearning: Statistical Learning, Understanding and Detecting Deception, New School Creation, How to read... a mind, Social Media for Journalists: The Basics"
Entornos Personales de Aprendizaje (PLE) para el desarrollo profesional docente,1602,"17, 13, 13, 12, 11, 10, 9, 9, 8, 8","559, 627, 1611, 1601, 912, 1607, 998, 1182, 1280, 1594","Spanish Basics, Information Visualization, Financial Analysis, Doing Journalism with Data: First Steps, Skills and Tools, Financial Markets, Mujeres coraje. Desafíos en la historia, Becoming a Confident Trainer, Introduction to Dynamical Systems and Chaos, Decision Skills: Power Tools to Build Your Life, New School Creation"
Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,1603,"11, 9, 9, 7, 7, 6, 6, 6, 6, 6","840, 1580, 1585, 1586, 1578, 1579, 712, 616, 1584, 427","Developing Innovative Ideas for New Companies: The First Step in Entrepreneurship, DB: Introduction to Databases, Power and elegance of computational thinking, Introduction to Computer Programming, Networking: Introduction to Computer Networking, StatLearning: Statistical Learning, Introduction to International Criminal Law, Cryptography I, Understanding and Detecting Deception, Heterogeneous Parallel Programming"
活用希臘哲學 (Understanding the Greek Philosophy),1604,"6, 5, 5, 4, 4, 3, 3, 2, 2, 2","1574, 676, 1580, 559, 1584, 431, 1592, 943, 1329, 1033","How to read... a mind, Maps and the Geospatial Revolution, DB: Introduction to Databases, Spanish Basics, Understanding and Detecting Deception, How Things Work 1, Civil Rights and Civil Liberties, HDS1544.1x: Early Christianity: The Letters of Paul, Climate Change in Four Dimensions, Mathematical Biostatistics Boot Camp 2"
Éléments de Géomatique,1605,"11, 8, 8, 6, 6, 6, 6, 6, 5, 5","1618, 1643, 676, 1646, 1487, 1263, 1187, 1282, 1637, 1636","EE-102Bx: Electrotechnique II, Mining Engineering, Maps and the Geospatial Revolution, 30240184x: Data Structures, Paradigms of Computer Programming, Beauty, Form & Function: An Exploration of Symmetry, L'art des structures 1 : Câbles et arcs, Villes africaines: une introduction à la planification urbaine / African cities : an introduction to urban planning, Chinese Language and Culture, Creative Problem Solving"
Understanding the Brain: The Neurobiology of Everyday Life,1606,"13, 11, 9, 8, 6, 6, 6, 6, 6, 6","1444, 1538, 380, 370, 1574, 766, 1725, 1712, 1135, 490","Good brain, bad brain: basics, Introduction to Clinical Neurology, Introductory Human Physiology, Introduction to Mathematical Thinking, How to read... a mind, Crafting an Effective Writer: Tools of the Trade, Algorithmic Thinking, The Data Scientist’s Toolbox, The Music of the Beatles, Introduction to Systems Biology"
Mujeres coraje. Desafíos en la historia,1607,"18, 11, 10, 8, 7, 7, 7, 7, 7, 7","559, 1608, 1602, 1560, 442, 1592, 1612, 1595, 1594, 1588","Spanish Basics, Interpretación simultánea inglés-español: ejercicios de preparación, Entornos Personales de Aprendizaje (PLE) para el desarrollo profesional docente, The Art of Photography, CS50x: Introduction to Computer Science, Civil Rights and Civil Liberties, Digital Learning Transition, Deeper Learning 101, New School Creation, Introduction to Water"
Interpretación simultánea inglés-español: ejercicios de preparación,1608,"13, 11, 10, 10, 10, 10, 9, 8, 8, 8","559, 1607, 1449, 1742, 1700, 866, 1541, 1701, 1602, 1609","Spanish Basics, Mujeres coraje. Desafíos en la historia, A beginners’ guide to writing in English for university study, Android: introducción a la programación, Social Media for Journalists: The Basics, Teaching Character and Creating Positive Classrooms , Tecnologías Educativas, Parallel Programming Concepts, Entornos Personales de Aprendizaje (PLE) para el desarrollo profesional docente, EUROPA 2020: Regeneración urbana"
EUROPA 2020: Regeneración urbana,1609,"8, 7, 6, 4, 4, 3, 3, 3, 3, 3","1608, 1607, 1611, 1615, 1612, 1650, 1329, 388, 1597, 1584","Interpretación simultánea inglés-español: ejercicios de preparación, Mujeres coraje. Desafíos en la historia, Financial Analysis, PH525x: Data Analysis for Genomics, Digital Learning Transition, CS101.1x: Introduction to Computer Programming, Part 1, Climate Change in Four Dimensions, Computing for Data Analysis, BIOC372.1x: Fundamentals of Immunology Part 1, Understanding and Detecting Deception"
