Course name,Course ID,Top Ten View Counts,Top Ten Course IDs,Top Ten Course Names
Course Name,Course Id
Environmental Justice,3163,"4.928843083126971, 4.857103952692188, 3.296950710108605, 2.0273809523809523, 1.5664690320572672, 1.5389598364598365, 0.9817460317460316, 0.8333333333333333, 0.782258064516129, 0.7801587301587302","554, 3162, 2725, 2718, 2940, 1175, 1782, 3069, 3324, 3365","Exploring Quantum Physics, The Enterprise Shed: Making Ideas Happen, The Art of Negotiation, Foundational Neuroscience for Perception and Action, Miracles of Human Language: An Introduction to Linguistics, Climate Change, ColWri2.3x: Academic and Business Writing, Digital Transformation and Its Impact, Mental Health: A Global Priority, Think like an Engineer"
Assessment for Learning in STEM Teaching,3164,"1.6881977739816485, 1.4069716832874726, 1.2139081746920493, 1.161267759551634, 1.0458333333333334, 1.0378427128427128, 1.0031580914419662, 0.9412087912087912, 0.9164682539682539, 0.8384173297966401","1750, 1967, 3265, 3217, 3359, 1905, 2975, 1449, 3389, 3301","Assessment and Teaching of 21st Century Skills, Becoming a Blended Learning Designer, Design and Deliver Blended Learning, 11.127x: Design and Development of Games for Learning, Creative use of Tablets in Schools, Shaping the Way We Teach English, 1: The Landscape of English Language Teaching, GE001x: The Art of Teaching, A beginners’ guide to writing in English for university study, Reading to Learn in Science, Understanding IELTS: Techniques for English Language Tests"
Lips and Teeth: Korea and China in Modern Times,3165,"1.913365539452496, 0.8333333333333333, 0.8137426900584794, 0.753968253968254, 0.7296296296296296, 0.7, 0.6724867724867725, 0.549537037037037, 0.5, 0.5","3013, 1944, 2979, 941, 3162, 3164, 3159, 3043, 1845, 717","Modern Korean History: Liberation, War and Nuclear Ambitions, マンガ・アニメ・ゲーム論, EBA102x: English for Doing Business in Asia - Writing, SW12x: China, The Enterprise Shed: Making Ideas Happen, Assessment for Learning in STEM Teaching, Emotions: a Philosophical Introduction, PHIL1440x: The Ethics of Eating, SW12.4x: China (Part 4): A New National Culture, Latin American Culture"
Ten Things Every Engineer Should Know About Materials Science,3166,"4.935397473893571, 3.4284226261915043, 3.3258493831017057, 3.105232372770736, 2.947907036669804, 2.6246031746031746, 2.4156469979296067, 2.1850132577821366, 1.8604907773386032, 1.8450800915331806","3151, 2961, 564, 444, 1475, 618, 1381, 2152, 1275, 3009","Introduction to Robotics, 3.072x: Symmetry, Structure and Tensor Properties of Materials, Introduction to Engineering Mechanics, 6.002x: Circuits and Electronics, Mobile Robotics, Basic Electrical Circuits, Introduction to Systems Engineering, MMC.1x: Caer o No caer. El secreto de las estructuras., Vehicle Dynamics III: Vertical oscillations, L'Art des Structures 2 : treillis, poutres, dalles et cadres"
Reflective Practice for Adult Educators,3167,"2.925937891203221, 2.351303317656171, 1.168688128613289, 1.163055449452508, 1.1200886975343498, 1.0335907812737497, 0.8040849673202615, 0.7877603247014129, 0.724938128613289, 0.6895833333333333","1967, 903, 784, 3174, 1750, 877, 864, 998, 790, 2278","Becoming a Blended Learning Designer, Teaching Adult Learners, Designing an Exemplary Course, Personalized and Student-Centered Learning, Assessment and Teaching of 21st Century Skills, Foundations of Teaching for Learning 4: Curriculum, Student Thinking at the Core, Becoming a Confident Trainer, Instructional Ideas and Technology Tools for Online Success, Teaching Flipped"
Introduction to Geospatial Technology Using QGIS,3168,"8.282942802227458, 3.877823048411284, 2.88417225476049, 2.6818373127850528, 2.614192631040457, 2.314435797763782, 2.305636052803188, 2.139235898390037, 2.019250565431296, 1.7159277522877734","676, 1915, 1292, 408, 1728, 905, 3171, 2733, 445, 2957","Maps and the Geospatial Revolution, Exploring Geographic Information Systems, GIS Basics, An Introduction to Interactive Programming in Python (Part 1), Software Security , Writing for the Web, Sport Informatics and Analytics, Pattern Discovery in Data Mining, CS188.1x: Artificial Intelligence, CS001x: Middle-Years Computer Science"
Exploring Space Weather and 5E Instructional Model with NASA MMS Team,3169,"0.7670632589110851, 0.6125917141956378, 0.5245681953543777, 0.5, 0.5, 0.4686076604554866, 0.4352743271221532, 0.4061076604554866, 0.3442028985507246, 0.3333333333333333","1874, 3072, 764, 3063, 3178, 3031, 1754, 3007, 370, 2869","SPU30x: Super-Earths And Life, Science Fiction/Science Fact: Predictions and Math (Lite), High Performance Scientific Computing, PN-15.1: Communicating Strategically, nano520x: Fundamentals of Nanoelectronics: Basic Concepts, ANU-ASTRO4x: Cosmology, Moons, Astronomy: Exploring Time and Space, Introduction to Mathematical Thinking, What is Character? Virtue Ethics in Education"
"Introduction to Sustainability, Resilience, and Society",3170,"2.0785714285714287, 0.8394409937888198, 0.7605107159142727, 0.6428571428571428, 0.6191458990067211, 0.6038452671260617, 0.5942028985507246, 0.577536231884058, 0.55, 0.5341253791708797","434, 1638, 3172, 539, 3168, 1606, 1471, 1641, 2609, 3069","Introduction to Sustainability, Contemporary Issues in Ocean Governance, Introduction to Globalization and You, Sustainable Agricultural Land Management, Introduction to Geospatial Technology Using QGIS, Understanding the Brain: The Neurobiology of Everyday Life, Emergency Management, Marine and Antarctic Science, Common Sense Economics for Life!, Digital Transformation and Its Impact"
Sport Informatics and Analytics,3171,"7.17689358384184, 5.568898966896921, 4.917687747035573, 4.673886140029631, 4.585575760512565, 4.53914308907915, 4.531349031285092, 4.500112387612388, 4.354748964894896, 3.972489889337716","408, 2733, 3075, 3026, 1031, 370, 1728, 894, 1724, 2291","An Introduction to Interactive Programming in Python (Part 1), Pattern Discovery in Data Mining, , CS100.1x: Introduction to Big Data with Apache Spark, Beginning Game Programming with C#, Introduction to Mathematical Thinking, Software Security , Financial Literacy, Principles of Computing (Part 1), Algorithms, Biology, and Programming for Beginners"
Introduction to Globalization and You,3172,"1.805998329156224, 0.8876668415224107, 0.8476190476190475, 0.7666666666666666, 0.7605107159142727, 0.7390235581412052, 0.7006535947712418, 0.6577120476576792, 0.5904903610785963, 0.5868005868005868","3193, 1967, 972, 3267, 3170, 3143, 3138, 3139, 1676, 2318","From International Relations to Global Politics, Becoming a Blended Learning Designer, Ethics and Values in a Multicultural World, Empowering Yourself as a Digital Citizen, Introduction to Sustainability, Resilience, and Society, Market Analysis at the Bottom of the Pyramid, Public Policy Challenges of the 21st Century, Ignite Your Everyday Creativity, Configuring the World: A Critical Political Economy Approach, BEM1105x: Pricing Options with Mathematical Models"
Personalized and Student-Centered Learning,3174,"3.267933502680823, 2.72065708694545, 2.4180461731408567, 1.882716425072441, 1.7293064743627946, 1.6748249299719886, 1.6275293813177447, 1.5627126212803961, 1.4227574404044994, 1.2036178655859509","3140, 1967, 1001, 2975, 998, 1929, 877, 1000, 2943, 903","Powerful Tools for Teaching and Learning: Web 2.0 Tools, Becoming a Blended Learning Designer, Education in a Changing World, GE001x: The Art of Teaching, Becoming a Confident Trainer, Shaping the Way We Teach English, 2: Paths to Success in ELT, Foundations of Teaching for Learning 4: Curriculum, Early Childhood Education, Positive Psychology , Teaching Adult Learners"
Foundations of Teaching for Learning Capstone: The Reflective Practitioner,3175,"4.3803090337947905, 2.3710769017405173, 1.631504485852312, 1.400761680563227, 1.367861247662794, 1.277536231884058, 1.2583333333333333, 1.0870600414078675, 1.024612255275871, 0.9758027314663471","445, 2957, 1176, 408, 2733, 1639, 2823, 1471, 3075, 1728","CS188.1x: Artificial Intelligence, CS001x: Middle-Years Computer Science, Concepts in Game Development, An Introduction to Interactive Programming in Python (Part 1), Pattern Discovery in Data Mining, Entrepreneurship and Family Business, Introduction to Public Speaking: Impromptu Speaking, Emergency Management, , Software Security "
Understanding Customer Experience,3176,"6.025257857294611, 1.6847271306884752, 1.6465397163818454, 1.6261908138625796, 1.4807399829351893, 1.1866332497911445, 1.0917818740399385, 0.9699320327118495, 0.9144484495189067, 0.8751152073732718","3177, 1280, 3157, 3143, 962, 2406, 1644, 2843, 710, 2227","Mastering Service Innovation, Decision Skills: Power Tools to Build Your Life, Managing the Arts: Marketing for Cultural Organizations, Market Analysis at the Bottom of the Pyramid, Project Management for Business Professionals, Mining Massive Datasets, Negotiation and Conflict Resolutio, Business Analysis 101, Inspiring Leadership through Emotional Intelligence, Introduction to Lean Six Sigma"
Mastering Service Innovation,3177,"6.025257857294611, 1.538742599644855, 0.7714285714285714, 0.5999843358395991, 0.5835823601557084, 0.5495241471959128, 0.5238095238095237, 0.5, 0.5, 0.49069200779727096","3176, 3157, 2483, 2218, 2704, 3143, 2843, 1650, 469, 3162","Understanding Customer Experience, Managing the Arts: Marketing for Cultural Organizations, The Age of Sustainable Development, Decision Making in a Complex and Uncertain World, Idea Generation Methods, Market Analysis at the Bottom of the Pyramid, Business Analysis 101, CS101.1x: Introduction to Computer Programming, Part 1, Startup Boards: Advanced Entrepreneurship, The Enterprise Shed: Making Ideas Happen"
nano520x: Fundamentals of Nanoelectronics: Basic Concepts,3178,"5.97428283579167, 4.0129493914967655, 2.9334197490023852, 1.9822165241551366, 1.624113698441972, 1.5573933736054322, 1.514791659195684, 1.461738669826905, 1.2273638136845684, 1.1733225108225107","977, 2466, 444, 2908, 3041, 554, 1475, 618, 1797, 3260","Nanotechnology and Nanosensors, Introduction to Electronics, 6.002x: Circuits and Electronics, nano515x: Organic Electronic Devices, 6.004.1x: Computation Structures - Part 1: Digital Circuits, Exploring Quantum Physics, Mobile Robotics, Basic Electrical Circuits, Introduction to VBA/Excel Programming, Data Privacy? Get Schooled."
Louv5x: International Law,3179,"1.18453634085213, 1.165195145648866, 1.121969696969697, 1.11480021893815, 1.0855411255411256, 1.0314668856048166, 1.0035898177443119, 0.9411760461760462, 0.8929875193033088, 0.8611111111111112","524, 611, 543, 3193, 610, 2872, 3286, 2166, 3155, 2030","Property and Liability: An Introduction to Law and Economics, HLS1.1x: Copyright, English Common Law: Structure and Principles, From International Relations to Global Politics, ER22.1x: Justice, An Introduction to American Law, Rethinking International Tax Law, Introduction to European Business Law, Economic Growth and Distributive Justice, Right vs Might in International Relations"
"PHYS024.3x: How Stuff Moves, Part 3: Wave Motion",3180,"3.19926364485188, 1.5463993213993215, 1.1200604950604953, 0.9876984126984126, 0.8517412017412016, 0.7500716674629718, 0.7434981684981684, 0.6588235294117647, 0.5226190476190476, 0.5","3181, 1382, 2966, 1174, 815, 3211, 363, 3185, 554, 3030","PHYS024.2x: How Stuff Moves, Part 2: Angular Motion, Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets, PHYS024.1x: How Stuff Moves, Part 1: Linear Motion, Basic Physics, Introduction to Thermodynamics: Transferring Energy from Here to There, 3.15x: Electrical, Optical, and Magnetic Materials and Devices, Introduction to Physics, ColWri3.7x: ""The Jungle"" by Sinclair: BerkeleyX Book Club, Exploring Quantum Physics, TOPOCMx: Topology in Condensed Matter: Tying Quantum Knots"
"PHYS024.2x: How Stuff Moves, Part 2: Angular Motion",3181,"3.19926364485188, 2.860714285714286, 1.7341630591630595, 1.5702126305067483, 1.167857142857143, 0.9249999999999999, 0.836111111111111, 0.7338235294117647, 0.6808108738991091, 0.6747542997542997","3180, 1174, 2966, 1382, 2514, 726, 3032, 3184, 3191, 2466","PHYS024.3x: How Stuff Moves, Part 3: Wave Motion, Basic Physics, PHYS024.1x: How Stuff Moves, Part 1: Linear Motion, Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets, 8.MechCx: Advanced Introductory Classical Mechanics, Physics 1 for Physical Science Majors, PHYS102.1x: Electricity & Magnetism, Part 1, ColWri3.6x: ""Dracula"" by Stoker: BerkeleyX Book Club, ELEC301.2x: Discrete Time Signals and Systems, Part 2: Frequency Domain, Introduction to Electronics"
Louv7x: Psychologie de la négociation,3183,"1.0333333333333332, 0.9345238095238095, 0.8, 0.6952380952380952, 0.6920995670995671, 0.6916666666666667, 0.6, 0.5285714285714286, 0.5, 0.5","3304, 2951, 3185, 1935, 3156, 2995, 3184, 2940, 2300, 329","Louv11x: Découvrir le marketing - Essentials of Marketing, Louv9x: Les principes de la finance, ColWri3.7x: ""The Jungle"" by Sinclair: BerkeleyX Book Club, Forensic psychology: witness investigation, Droit international et droit comparé: regards croisés, Créer et développer une startup technologique, ColWri3.6x: ""Dracula"" by Stoker: BerkeleyX Book Club, Miracles of Human Language: An Introduction to Linguistics, ABC De La Gestion de projet, Introduction to Logic"
